"","male","union_both","party_close"
"58350",1,1,0
"58351",0,0,NA
"58352",0,1,0.5
"58353",0,0,0.5
"58354",0,1,0.5
"58355",0,1,0.5
"58356",0,1,1
"58357",0,1,0.5
"58358",0,0,NA
"58359",0,1,0.5
"58360",0,0,1
"58361",1,1,0.5
"58362",0,0,0.5
"58363",1,1,0
"58364",0,1,NA
"58365",0,1,NA
"58366",0,1,0.5
"58367",0,1,NA
"58368",0,0,NA
"58369",0,1,NA
"58370",0,0,NA
"58371",0,1,0
"58372",1,0,NA
"58373",1,0,0.5
"58374",1,0,1
"58375",1,0,0.5
"58376",1,0,1
"58377",1,0,0
"58378",0,0,1
"58379",1,0,0.5
"58380",1,0,1
"58381",1,1,1
"58382",1,0,0.5
"58383",0,1,0.5
"58384",1,1,0.5
"58385",1,1,NA
"58386",1,0,NA
"58387",0,0,NA
"58388",1,0,0.5
"58389",1,0,0.5
"58390",1,0,NA
"58391",1,1,0.5
"58392",0,1,0.5
"58393",1,0,0.5
"58394",1,0,NA
"58395",1,1,0.5
"58396",0,0,0.5
"58397",1,0,0
"58398",1,0,0.5
"58399",1,0,0.5
"58400",0,0,0.5
"58401",1,0,0.5
"58402",1,0,0.5
"58403",0,0,0.5
"58404",1,0,0.5
"58405",1,0,0.5
"58406",1,0,0.5
"58407",1,0,0
"58408",1,0,NA
"58409",1,0,0
"58410",1,0,0.5
"58411",1,0,0.5
"58412",1,0,0.5
"58413",1,0,NA
"58414",1,0,0.5
"58415",1,0,NA
"58416",1,0,NA
"58417",1,0,1
"58418",0,0,NA
"58419",1,0,0.5
"58420",1,0,0.5
"58421",1,0,0
"58422",1,0,0.5
"58423",1,0,0.5
"58424",1,0,NA
"58425",1,0,NA
"58426",1,0,0.5
"58427",1,1,0.5
"58428",1,1,0
"58429",1,1,0
"58430",1,1,0.5
"58431",1,1,NA
"58432",1,1,NA
"58433",1,1,0.5
"58434",1,1,1
"58435",0,1,NA
"58436",0,1,0.5
"58437",0,1,0.5
"58438",0,1,NA
"58439",0,1,0.5
"58440",0,1,NA
"58441",0,1,1
"58442",0,1,0.5
"58443",0,1,NA
"58444",0,1,1
"58445",0,1,NA
"58446",0,1,1
"58447",0,1,1
"58448",0,1,0.5
"58449",0,1,NA
"58450",0,1,NA
"58451",0,1,0.5
"58452",0,1,0.5
"58453",0,1,1
"58454",0,1,0.5
"58455",1,0,NA
"58456",0,0,NA
"58457",1,0,0.5
"58458",1,0,NA
"58459",1,0,NA
"58460",1,1,0.5
"58461",0,0,0.5
"58462",1,0,0.5
"58463",1,0,NA
"58464",1,1,0.5
"58465",1,0,NA
"58466",1,1,NA
"58467",1,0,NA
"58468",1,1,0.5
"58469",0,0,NA
"58470",1,0,0.5
"58471",1,0,0.5
"58472",1,0,0.5
"58473",1,0,0.5
"58474",0,0,0
"58475",0,0,0
"58476",1,1,NA
"58477",0,0,1
"58478",0,0,0.5
"58479",1,0,NA
"58480",1,1,0.5
"58481",1,0,NA
"58482",0,0,NA
"58483",0,0,0
"58484",1,0,0.5
"58485",1,0,0.5
"58486",1,0,NA
"58487",1,0,1
"58488",0,0,0.5
"58489",1,0,0
"58490",0,0,0.5
"58491",1,0,0
"58492",1,0,0
"58493",1,0,1
"58494",1,1,1
"58495",0,1,NA
"58496",1,1,0.5
"58497",0,1,NA
"58498",0,0,NA
"58499",0,0,0.5
"58500",1,1,NA
"58501",1,0,1
"58502",1,1,0.5
"58503",1,0,0.5
"58504",1,0,0.5
"58505",1,0,0.5
"58506",1,0,0.5
"58507",0,0,0
"58508",0,0,NA
"58509",1,0,1
"58510",1,0,1
"58511",0,0,0
"58512",1,0,0.5
"58513",1,0,0.5
"58514",0,0,0.5
"58515",1,0,1
"58516",1,0,0.5
"58517",1,0,0
"58518",1,0,1
"58519",0,0,0.5
"58520",0,0,0.5
"58521",1,1,0
"58522",1,0,0.5
"58523",0,0,1
"58524",1,0,1
"58525",0,1,NA
"58526",0,1,0.5
"58527",1,1,0.5
"58528",1,1,NA
"58529",0,1,0.5
"58530",0,0,NA
"58531",1,1,0.5
"58532",0,1,NA
"58533",0,1,NA
"58534",0,0,0.5
"58535",1,0,0.5
"58536",1,1,0.5
"58537",0,0,NA
"58538",1,1,0.5
"58539",0,0,0.5
"58540",1,0,0.5
"58541",1,0,NA
"58542",1,0,0.5
"58543",1,1,NA
"58544",1,0,0.5
"58545",0,1,0.5
"58546",1,0,1
"58547",1,1,0.5
"58548",0,0,1
"58549",1,0,0.5
"58550",1,1,NA
"58551",0,0,0.5
"58552",1,0,0.5
"58553",1,0,0
"58554",0,0,0.5
"58555",1,0,1
"58556",0,0,0.5
"58557",1,0,0.5
"58558",0,0,NA
"58559",1,0,0
"58560",0,0,0.5
"58561",1,0,0.5
"58562",0,0,0.5
"58563",0,1,0.5
"58564",1,0,0.5
"58565",1,0,0.5
"58566",1,0,0.5
"58567",1,0,NA
"58568",0,0,NA
"58569",1,0,0.5
"58570",0,1,0.5
"58571",1,0,NA
"58572",1,0,0.5
"58573",0,0,0
"58574",0,0,NA
"58575",1,1,NA
"58576",0,0,NA
"58577",1,0,0.5
"58578",1,1,0.5
"58579",1,1,0.5
"58580",0,1,NA
"58581",1,0,0.5
"58582",1,0,NA
"58583",1,1,0.5
"58584",0,0,1
"58585",0,0,0.5
"58586",1,1,NA
"58587",0,1,0.5
"58588",0,0,0.5
"58589",1,0,0.5
"58590",0,NA,0.5
"58591",1,0,0.5
"58592",0,0,NA
"58593",0,1,NA
"58594",1,0,1
"58595",0,1,0.5
"58596",0,0,0.5
"58597",1,1,0.5
"58598",0,0,0.5
"58599",0,0,0
"58600",1,1,0.5
"58601",0,0,0.5
"58602",0,0,NA
"58603",0,1,0.5
"58604",0,0,NA
"58605",0,0,NA
"58606",0,0,NA
"58607",0,1,NA
"58608",0,1,NA
"58609",1,0,1
"58610",1,0,NA
"58611",0,1,0.5
"58612",1,0,0.5
"58613",0,0,0.5
"58614",1,0,0
"58615",1,0,0
"58616",1,1,NA
"58617",1,0,0.5
"58618",1,0,0.5
"58619",1,1,0.5
"58620",0,0,0.5
"58621",1,0,0.5
"58622",0,0,NA
"58623",0,1,0.5
"58624",0,0,0.5
"58625",0,1,0.5
"58626",0,0,0.5
"58627",1,0,0.5
"58628",1,0,NA
"58629",1,1,0.5
"58630",1,0,0.5
"58631",1,0,0
"58632",1,0,0.5
"58633",0,0,0.5
"58634",1,1,0.5
"58635",0,1,NA
"58636",0,0,0.5
"58637",1,0,NA
"58638",0,0,NA
"58639",1,0,0.5
"58640",1,0,1
"58641",1,0,0.5
"58642",0,0,0.5
"58643",0,NA,NA
"58644",1,0,0.5
"58645",0,0,0.5
"58646",0,0,0.5
"58647",0,1,1
"58648",1,1,0
"58649",1,0,1
"58650",0,0,0.5
"58651",0,0,NA
"58652",0,1,0.5
"58653",0,0,0
"58654",1,1,0.5
"58655",0,0,NA
"58656",1,0,0
"58657",0,1,NA
"58658",0,1,1
"58659",0,1,0.5
"58660",0,1,1
"58661",0,1,0
"58662",1,0,0.5
"58663",1,0,0.5
"58664",1,0,1
"58665",1,1,0.5
"58666",1,0,0.5
"58667",1,0,0.5
"58668",1,0,NA
"58669",1,0,0.5
"58670",1,0,1
"58671",1,0,1
"58672",1,1,1
"58673",0,0,0.5
"58674",0,1,0.5
"58675",1,1,0.5
"58676",1,0,0.5
"58677",1,0,0.5
"58678",1,0,NA
"58679",1,0,0.5
"58680",0,0,0.5
"58681",1,0,0.5
"58682",1,0,NA
"58683",0,0,1
"58684",1,1,0.5
"58685",1,0,0.5
"58686",0,0,NA
"58687",0,0,NA
"58688",1,0,0.5
"58689",1,1,0.5
"58690",1,0,0.5
"58691",0,0,NA
"58692",1,0,1
"58693",1,0,NA
"58694",1,0,0.5
"58695",1,0,0
"58696",1,0,0.5
"58697",0,1,NA
"58698",1,1,0.5
"58699",1,0,0
"58700",1,0,1
"58701",1,1,0.5
"58702",1,1,0
"58703",1,0,NA
"58704",1,0,0.5
"58705",1,NA,0.5
"58706",1,1,NA
"58707",1,0,0.5
"58708",1,1,0.5
"58709",0,0,NA
"58710",1,0,0.5
"58711",1,0,NA
"58712",0,0,NA
"58713",1,1,1
"58714",0,0,NA
"58715",1,0,NA
"58716",1,0,0.5
"58717",0,0,NA
"58718",1,0,NA
"58719",0,1,NA
"58720",1,0,0.5
"58721",0,0,0.5
"58722",1,0,1
"58723",0,1,0
"58724",1,0,1
"58725",1,0,NA
"58726",1,1,NA
"58727",1,0,0
"58728",1,1,0.5
"58729",1,0,0.5
"58730",1,0,NA
"58731",1,0,0.5
"58732",1,1,0.5
"58733",0,0,0.5
"58734",1,0,0.5
"58735",1,0,0
"58736",0,1,NA
"58737",1,0,NA
"58738",0,1,0.5
"58739",1,0,1
"58740",1,0,0.5
"58741",1,0,0.5
"58742",0,0,NA
"58743",0,0,NA
"58744",0,0,0.5
"58745",0,0,1
"58746",0,0,0.5
"58747",1,0,0.5
"58748",0,0,0.5
"58749",0,0,NA
"58750",0,0,0
"58751",1,0,NA
"58752",0,0,NA
"58753",0,0,NA
"58754",0,0,0.5
"58755",0,0,0.5
"58756",1,0,0.5
"58757",0,1,1
"58758",0,0,NA
"58759",0,1,NA
"58760",0,0,0.5
"58761",0,1,1
"58762",0,1,NA
"58763",0,1,NA
"58764",1,0,1
"58765",1,1,0.5
"58766",1,0,1
"58767",1,0,0
"58768",1,1,NA
"58769",1,0,0.5
"58770",1,0,0.5
"58771",1,0,0.5
"58772",1,1,0.5
"58773",1,1,NA
"58774",1,0,0.5
"58775",1,0,0.5
"58776",1,0,0.5
"58777",1,0,NA
"58778",1,0,0.5
"58779",0,0,NA
"58780",0,0,0.5
"58781",1,0,0.5
"58782",0,0,0.5
"58783",1,0,0.5
"58784",1,0,0.5
"58785",1,0,NA
"58786",1,0,0.5
"58787",1,0,0.5
"58788",1,1,0.5
"58789",1,0,0.5
"58790",1,0,NA
"58791",0,0,0.5
"58792",1,0,0.5
"58793",0,0,0.5
"58794",1,0,0.5
"58795",1,0,0.5
"58796",0,0,0.5
"58797",1,0,0
"58798",0,0,NA
"58799",1,0,1
"58800",1,0,1
"58801",0,0,0.5
"58802",1,0,0.5
"58803",0,0,0.5
"58804",0,0,1
"58805",1,0,NA
"58806",1,0,1
"58807",1,0,NA
"58808",0,1,0.5
"58809",1,1,NA
"58810",1,0,0.5
"58811",1,0,0.5
"58812",0,0,0
"58813",0,0,0.5
"58814",0,0,0.5
"58815",0,0,0.5
"58816",0,0,0.5
"58817",0,0,0.5
"58818",1,0,0
"58819",1,0,NA
"58820",1,1,NA
"58821",1,0,0.5
"58822",1,0,0.5
"58823",1,1,0
"58824",1,1,NA
"58825",1,0,1
"58826",1,1,NA
"58827",1,0,0.5
"58828",1,0,0.5
"58829",1,0,0.5
"58830",1,0,0.5
"58831",1,0,NA
"58832",0,0,0.5
"58833",1,0,0.5
"58834",1,0,0
"58835",1,NA,1
"58836",1,0,0
"58837",1,0,0.5
"58838",0,0,0.5
"58839",1,0,0.5
"58840",1,0,0.5
"58841",1,0,0.5
"58842",0,0,0.5
"58843",0,0,NA
"58844",0,0,0.5
"58845",0,0,0.5
"58846",0,0,0.5
"58847",0,0,0.5
"58848",1,0,1
"58849",0,1,0.5
"58850",0,1,0.5
"58851",0,0,0.5
"58852",0,0,0.5
"58853",0,0,0
"58854",1,0,0.5
"58855",1,0,0
"58856",1,0,0.5
"58857",1,0,0.5
"58858",0,1,NA
"58859",1,0,0.5
"58860",1,0,NA
"58861",1,0,0.5
"58862",1,1,0.5
"58863",1,1,NA
"58864",1,1,NA
"58865",1,0,0.5
"58866",1,0,0.5
"58867",0,0,NA
"58868",0,1,1
"58869",1,0,0.5
"58870",0,0,0.5
"58871",0,0,0.5
"58872",1,1,0.5
"58873",1,0,0.5
"58874",0,1,0.5
"58875",0,1,1
"58876",1,0,1
"58877",1,0,0.5
"58878",1,0,0.5
"58879",0,0,0.5
"58880",0,1,0.5
"58881",0,1,0
"58882",0,1,0.5
"58883",0,1,0.5
"58884",0,1,0.5
"58885",0,1,0.5
"58886",0,1,NA
"58887",0,1,0
"58888",1,0,0
"58889",0,1,NA
"58890",0,1,0.5
"58891",0,1,0
"58892",1,1,0.5
"58893",1,1,0.5
"58894",0,0,0.5
"58895",1,0,0
"58896",0,0,1
"58897",0,0,NA
"58898",1,0,NA
"58899",0,1,0.5
"58900",0,0,0.5
"58901",0,0,0.5
"58902",0,0,0.5
"58903",1,0,0.5
"58904",0,0,0.5
"58905",0,0,NA
"58906",1,1,0
"58907",1,0,0.5
"58908",1,0,0.5
"58909",1,0,0
"58910",1,0,0
"58911",1,0,0.5
"58912",1,0,1
"58913",1,0,NA
"58914",1,0,1
"58915",1,0,NA
"58916",1,1,NA
"58917",0,0,0
"58918",1,0,0.5
"58919",0,1,1
"58920",1,0,0.5
"58921",0,0,0.5
"58922",0,0,0.5
"58923",1,0,0.5
"58924",1,1,NA
"58925",1,1,NA
"58926",0,0,0.5
"58927",0,0,0.5
"58928",1,1,NA
"58929",1,0,0.5
"58930",1,1,NA
"58931",1,1,1
"58932",0,0,0.5
"58933",0,0,NA
"58934",1,1,0.5
"58935",0,1,NA
"58936",1,1,0.5
"58937",0,1,NA
"58938",0,0,NA
"58939",1,1,1
"58940",1,1,1
"58941",1,0,0.5
"58942",0,0,NA
"58943",1,0,NA
"58944",0,1,0.5
"58945",0,0,0.5
"58946",1,0,0
"58947",1,1,NA
"58948",0,0,0.5
"58949",0,0,NA
"58950",1,0,0.5
"58951",0,1,1
"58952",1,0,0.5
"58953",1,0,0.5
"58954",0,0,0
"58955",1,0,0
"58956",1,0,0
"58957",1,0,1
"58958",0,0,0.5
"58959",1,0,0.5
"58960",1,0,0.5
"58961",0,0,0
"58962",0,1,NA
"58963",1,0,NA
"58964",1,1,0.5
"58965",1,0,0.5
"58966",1,1,0
"58967",1,0,0.5
"58968",1,0,0.5
"58969",1,0,NA
"58970",1,0,0.5
"58971",1,0,0.5
"58972",0,0,0.5
"58973",1,1,0.5
"58974",1,1,0.5
"58975",1,0,NA
"58976",1,1,1
"58977",1,0,0
"58978",1,1,NA
"58979",1,0,NA
"58980",1,1,NA
"58981",1,1,NA
"58982",1,1,1
"58983",1,1,1
"58984",0,1,0.5
"58985",1,0,0.5
"58986",0,1,0.5
"58987",0,1,0.5
"58988",1,0,0
"58989",1,0,NA
"58990",1,0,1
"58991",1,1,0.5
"58992",0,0,NA
"58993",1,0,0.5
"58994",0,0,NA
"58995",0,0,NA
"58996",1,0,1
"58997",0,0,0
"58998",0,NA,NA
"58999",1,1,NA
"59000",1,1,1
"59001",1,1,0.5
"59002",0,0,1
"59003",0,1,NA
"59004",0,1,NA
"59005",0,0,0
"59006",1,0,0.5
"59007",1,0,0.5
"59008",1,0,0.5
"59009",0,0,0.5
"59010",1,0,0.5
"59011",0,0,NA
"59012",1,NA,NA
"59013",1,0,NA
"59014",1,NA,NA
"59015",0,1,NA
"59016",1,1,NA
"59017",0,1,1
"59018",0,NA,NA
"59019",0,0,0.5
"59020",1,1,0.5
"59021",0,0,NA
"59022",0,0,0.5
"59023",0,0,NA
"59024",1,1,NA
"59025",0,0,1
"59026",0,0,0
"59027",1,0,NA
"59028",0,1,NA
"59029",1,0,0.5
"59030",0,0,NA
"59031",1,0,0.5
"59032",0,0,0.5
"59033",1,0,NA
"59034",0,1,NA
"59035",0,0,NA
"59036",0,0,NA
"59037",1,1,NA
"59038",0,1,NA
"59039",1,0,0.5
"59040",0,0,NA
"59041",0,1,NA
"59042",0,1,0.5
"59043",0,1,0.5
"59044",1,0,NA
"59045",0,1,0.5
"59046",0,0,NA
"59047",1,0,NA
"59048",0,NA,0.5
"59049",1,0,NA
"59050",1,0,0.5
"59051",1,0,0.5
"59052",1,1,NA
"59053",1,0,NA
"59054",1,1,NA
"59055",0,0,0.5
"59056",0,0,1
"59057",0,1,NA
"59058",1,0,NA
"59059",0,1,0.5
"59060",0,NA,NA
"59061",1,1,NA
"59062",0,1,NA
"59063",1,1,NA
"59064",1,0,0.5
"59065",0,1,1
"59066",1,0,0
"59067",1,0,0.5
"59068",1,0,NA
"59069",0,0,0.5
"59070",1,1,0.5
"59071",0,0,NA
"59072",1,0,0.5
"59073",0,0,0.5
"59074",0,0,NA
"59075",1,1,NA
"59076",0,1,0.5
"59077",1,0,0
"59078",1,1,NA
"59079",1,1,NA
"59080",0,0,0.5
"59081",1,1,0.5
"59082",1,1,NA
"59083",1,0,0.5
"59084",0,0,0.5
"59085",1,0,NA
"59086",1,1,0.5
"59087",0,0,0.5
"59088",0,1,NA
"59089",1,1,0.5
"59090",1,1,NA
"59091",1,1,0.5
"59092",0,1,NA
"59093",0,0,0.5
"59094",0,0,0.5
"59095",1,0,0.5
"59096",0,1,NA
"59097",1,0,0.5
"59098",1,0,1
"59099",1,0,0.5
"59100",0,0,0.5
"59101",0,0,NA
"59102",1,0,0.5
"59103",1,0,0.5
"59104",1,1,0.5
"59105",1,1,0
"59106",0,1,NA
"59107",1,0,0
"59108",1,0,1
"59109",1,1,NA
"59110",1,1,NA
"59111",1,0,0.5
"59112",1,0,1
"59113",0,0,0.5
"59114",0,1,NA
"59115",0,1,0
"59116",1,1,1
"59117",1,0,1
"59118",0,1,0.5
"59119",1,1,0.5
"59120",0,0,1
"59121",1,0,0.5
"59122",0,0,0.5
"59123",0,0,1
"59124",0,0,0.5
"59125",0,0,NA
"59126",0,0,1
"59127",1,0,0.5
"59128",1,0,NA
"59129",1,0,0.5
"59130",1,0,0
"59131",1,0,NA
"59132",1,0,0.5
"59133",1,0,0.5
"59134",0,0,1
"59135",1,0,0
"59136",1,0,0.5
"59137",1,0,NA
"59138",0,0,0.5
"59139",0,0,0.5
"59140",0,0,1
"59141",1,0,0.5
"59142",1,0,0.5
"59143",1,0,0.5
"59144",1,0,0.5
"59145",0,0,0.5
"59146",1,0,0.5
"59147",1,1,0.5
"59148",1,1,1
"59149",1,0,NA
"59150",0,0,0
"59151",0,1,0.5
"59152",1,0,NA
"59153",0,1,NA
"59154",0,1,1
"59155",1,1,NA
"59156",0,1,NA
"59157",1,1,0.5
"59158",0,1,0.5
"59159",1,1,0.5
"59160",1,1,0.5
"59161",1,0,0.5
"59162",1,0,1
"59163",1,1,1
"59164",0,0,NA
"59165",1,0,0.5
"59166",0,0,NA
"59167",1,0,1
"59168",1,1,0.5
"59169",1,1,NA
"59170",0,0,0.5
"59171",1,0,0.5
"59172",1,0,0.5
"59173",1,0,0.5
"59174",1,0,0.5
"59175",1,0,NA
"59176",0,1,0.5
"59177",1,1,0.5
"59178",1,0,0.5
"59179",0,0,0.5
"59180",1,0,0.5
"59181",1,0,0.5
"59182",1,0,0.5
"59183",1,0,0.5
"59184",0,0,NA
"59185",1,0,NA
"59186",0,0,0.5
"59187",0,NA,NA
"59188",1,1,0.5
"59189",1,0,1
"59190",1,0,0.5
"59191",0,1,NA
"59192",0,1,0.5
"59193",0,1,0.5
"59194",0,1,NA
"59195",0,1,0.5
"59196",0,1,1
"59197",0,0,0.5
"59198",0,1,0.5
"59199",0,0,1
"59200",0,1,0.5
"59201",0,1,0.5
"59202",1,1,0.5
"59203",0,1,0.5
"59204",0,0,0
"59205",0,0,1
"59206",1,0,0
"59207",1,0,0.5
"59208",1,0,0.5
"59209",1,0,NA
"59210",1,0,0.5
"59211",0,0,NA
"59212",0,0,NA
"59213",0,0,0.5
"59214",0,0,NA
"59215",0,1,0.5
"59216",0,1,0.5
"59217",0,1,0
"59218",1,0,0.5
"59219",1,0,NA
"59220",0,1,NA
"59221",0,1,0.5
"59222",1,0,NA
"59223",0,0,NA
"59224",1,0,0.5
"59225",1,0,0.5
"59226",0,0,0.5
"59227",1,0,1
"59228",1,0,NA
"59229",1,0,0.5
"59230",1,0,0.5
"59231",1,0,NA
"59232",0,0,0.5
"59233",1,0,0.5
"59234",1,0,0.5
"59235",0,0,1
"59236",0,0,0.5
"59237",1,0,1
"59238",0,0,0.5
"59239",1,0,NA
"59240",1,0,0.5
"59241",0,0,0.5
"59242",1,0,0.5
"59243",1,0,NA
"59244",0,0,0.5
"59245",1,0,0.5
"59246",1,0,0.5
"59247",0,0,0.5
"59248",1,0,0.5
"59249",0,0,NA
"59250",1,0,1
"59251",1,0,0.5
"59252",1,0,NA
"59253",1,1,NA
"59254",1,0,1
"59255",1,0,0.5
"59256",0,0,1
"59257",0,0,0.5
"59258",1,0,NA
"59259",0,0,0.5
"59260",1,0,NA
"59261",1,0,0.5
"59262",1,0,0.5
"59263",0,0,NA
"59264",0,0,0.5
"59265",1,0,1
"59266",0,0,0
"59267",1,0,1
"59268",1,0,1
"59269",1,0,0.5
"59270",0,0,0.5
"59271",1,1,0.5
"59272",0,0,NA
"59273",1,0,0.5
"59274",1,0,NA
"59275",1,0,0.5
"59276",1,0,NA
"59277",1,0,0.5
"59278",0,0,0.5
"59279",0,1,0.5
"59280",1,0,0.5
"59281",0,0,NA
"59282",0,0,0.5
"59283",0,0,0.5
"59284",1,0,0.5
"59285",1,0,0.5
"59286",0,0,0.5
"59287",0,1,0.5
"59288",1,1,0.5
"59289",1,0,0.5
"59290",1,0,0.5
"59291",1,0,0.5
"59292",1,0,0.5
"59293",0,0,1
"59294",1,0,0.5
"59295",1,0,NA
"59296",1,0,0.5
"59297",1,0,0.5
"59298",1,0,1
"59299",0,0,0.5
"59300",0,0,NA
"59301",0,0,NA
"59302",1,0,0.5
"59303",1,0,1
"59304",1,0,0.5
"59305",1,0,0.5
"59306",0,0,0.5
"59307",0,0,1
"59308",1,0,0.5
"59309",1,0,NA
"59310",1,0,NA
"59311",1,0,0.5
"59312",0,0,0.5
"59313",1,0,0.5
"59314",1,0,0.5
"59315",1,0,0
"59316",1,0,0.5
"59317",1,0,0.5
"59318",1,0,0.5
"59319",0,0,1
"59320",1,0,0.5
"59321",1,0,1
"59322",1,0,0.5
"59323",1,0,0.5
"59324",1,0,0.5
"59325",1,0,0.5
"59326",1,0,NA
"59327",0,0,0.5
"59328",1,0,NA
"59329",0,0,NA
"59330",1,0,1
"59331",1,0,0.5
"59332",1,0,0.5
"59333",0,0,0.5
"59334",1,0,0
"59335",1,0,0
"59336",1,0,0.5
"59337",1,0,1
"59338",1,0,0.5
"59339",1,0,NA
"59340",1,0,0.5
"59341",1,0,0.5
"59342",1,0,0.5
"59343",0,0,0.5
"59344",1,0,0
"59345",0,0,0.5
"59346",1,0,0.5
"59347",0,1,0.5
"59348",1,0,0.5
"59349",0,1,NA
"59350",1,1,NA
"59351",0,1,NA
"59352",0,0,0.5
"59353",0,0,NA
"59354",1,1,NA
"59355",0,1,NA
"59356",0,1,0.5
"59357",1,0,NA
"59358",1,1,1
"59359",0,0,1
"59360",0,1,NA
"59361",1,1,0.5
"59362",0,1,NA
"59363",0,0,NA
"59364",0,0,NA
"59365",0,0,NA
"59366",0,1,0.5
"59367",0,0,0.5
"59368",1,0,0.5
"59369",1,0,NA
"59370",1,1,0.5
"59371",0,0,0.5
"59372",1,0,0.5
"59373",1,0,0.5
"59374",1,0,0.5
"59375",1,0,0.5
"59376",1,0,0.5
"59377",1,0,0.5
"59378",0,1,NA
"59379",0,0,0.5
"59380",0,0,NA
"59381",1,0,0
"59382",1,0,0.5
"59383",1,0,0.5
"59384",1,0,0.5
"59385",1,0,0.5
"59386",1,0,0.5
"59387",1,0,1
"59388",1,0,NA
"59389",1,0,NA
"59390",1,0,0.5
"59391",0,0,0.5
"59392",0,0,0.5
"59393",1,0,1
"59394",0,0,NA
"59395",1,0,0.5
"59396",1,0,0.5
"59397",1,0,0
"59398",1,0,0
"59399",1,0,0
"59400",0,0,NA
"59401",1,0,0.5
"59402",1,0,0.5
"59403",1,0,0.5
"59404",1,0,0.5
"59405",1,0,0.5
"59406",1,0,0.5
"59407",1,0,NA
"59408",1,0,1
"59409",0,0,0.5
"59410",1,0,0
"59411",1,1,0.5
"59412",0,0,0.5
"59413",0,0,NA
"59414",0,0,NA
"59415",1,0,NA
"59416",1,0,0.5
"59417",1,0,0.5
"59418",0,0,0.5
"59419",1,0,0.5
"59420",0,0,0.5
"59421",1,0,0.5
"59422",1,0,1
"59423",1,0,0.5
"59424",0,0,0.5
"59425",1,0,0.5
"59426",0,0,0.5
"59427",1,0,0.5
"59428",0,0,0
"59429",1,1,0.5
"59430",1,0,0.5
"59431",1,0,0.5
"59432",1,0,NA
"59433",0,0,NA
"59434",1,0,0.5
"59435",0,1,0.5
"59436",1,0,1
"59437",1,0,0.5
"59438",0,0,1
"59439",1,1,0.5
"59440",1,1,NA
"59441",1,0,0.5
"59442",1,0,0.5
"59443",0,0,0.5
"59444",0,1,NA
"59445",0,0,1
"59446",0,0,NA
"59447",1,0,0.5
"59448",1,1,0
"59449",1,0,0.5
"59450",1,0,0.5
"59451",1,0,NA
"59452",0,0,NA
"59453",0,0,NA
"59454",0,0,NA
"59455",1,1,0.5
"59456",1,0,0.5
"59457",0,0,0.5
"59458",1,0,NA
"59459",1,0,0.5
"59460",0,0,NA
"59461",1,0,0.5
"59462",1,0,0.5
"59463",0,0,0.5
"59464",1,0,0
"59465",0,0,1
"59466",0,1,NA
"59467",0,0,0.5
"59468",0,1,0.5
"59469",0,1,0.5
"59470",0,1,0.5
"59471",1,1,0.5
"59472",1,0,0.5
"59473",1,0,NA
"59474",1,0,0
"59475",1,0,0.5
"59476",1,1,0.5
"59477",1,0,0.5
"59478",1,0,NA
"59479",1,0,0.5
"59480",1,0,0.5
"59481",1,0,NA
"59482",1,0,0.5
"59483",1,0,0.5
"59484",1,0,0.5
"59485",1,0,1
"59486",1,0,NA
"59487",1,0,1
"59488",1,0,0.5
"59489",1,1,NA
"59490",0,1,0.5
"59491",1,0,0
"59492",0,1,0.5
"59493",0,0,0.5
"59494",1,0,0.5
"59495",1,1,0.5
"59496",1,1,0.5
"59497",1,0,0.5
"59498",0,0,0.5
"59499",0,0,0.5
"59500",0,0,0.5
"59501",1,1,0.5
"59502",1,1,0.5
"59503",0,1,0.5
"59504",1,0,0.5
"59505",1,0,NA
"59506",0,0,0.5
"59507",1,0,0.5
"59508",0,0,1
"59509",1,0,0.5
"59510",1,0,0.5
"59511",1,1,0.5
"59512",0,0,0.5
"59513",0,0,1
"59514",0,0,0.5
"59515",0,0,0.5
"59516",1,1,0.5
"59517",1,0,1
"59518",0,0,NA
"59519",1,0,0.5
"59520",0,0,0.5
"59521",0,0,NA
"59522",0,0,1
"59523",1,0,0.5
"59524",1,0,0.5
"59525",0,0,0.5
"59526",0,0,0.5
"59527",1,0,0
"59528",0,0,0.5
"59529",0,1,0.5
"59530",1,0,0.5
"59531",1,1,0.5
"59532",1,NA,0.5
"59533",1,0,0.5
"59534",0,0,0
"59535",0,1,0.5
"59536",0,0,NA
"59537",1,0,0.5
"59538",0,1,0.5
"59539",1,0,0.5
"59540",1,0,NA
"59541",1,0,0
"59542",0,0,0.5
"59543",1,0,0.5
"59544",1,0,0.5
"59545",0,1,NA
"59546",1,NA,NA
"59547",0,0,0.5
"59548",0,1,NA
"59549",1,0,0
"59550",1,1,0.5
"59551",1,1,1
"59552",1,0,0.5
"59553",1,0,0.5
"59554",1,0,NA
"59555",1,0,NA
"59556",1,0,0.5
"59557",1,0,NA
"59558",1,1,0.5
"59559",0,0,NA
"59560",0,1,0.5
"59561",1,1,0
"59562",1,1,0.5
"59563",0,1,0.5
"59564",1,1,1
"59565",0,1,NA
"59566",1,1,0.5
"59567",0,1,1
"59568",0,1,NA
"59569",1,1,1
"59570",0,1,0.5
"59571",0,1,0.5
"59572",0,0,0.5
"59573",0,1,1
"59574",0,1,NA
"59575",1,1,0.5
"59576",0,0,0.5
"59577",0,1,NA
"59578",0,1,NA
"59579",1,1,0.5
"59580",0,1,0
"59581",0,0,0.5
